,artist,title,stream_count
3948,various artists,eccentric soul: the forte label,1465593
3949,forest swords,engravings,5682580
3950,the dodos,carrier,3194269
3951,flaamingos,flaamingos,88036
3952,disappears,era,269858
3954,franz ferdinand,"right thoughts, right words, right action",83705619
3955,dent may,warm blanket,5389322
3956,gorguts,colored sands,1390722
3957,bent shapes,feels weird,244774
3958,lycia,quiet moments,290267
3959,julianna barwick,nepenthe,9560154
3960,crocodiles,crimes of passion,1136718
3961,diana,perpetual surrender,1147274
3962,mean lady,love now,3895186
3963,exhumed,necrocracy,482035
3964,a$ap ferg,trap lord,437257907
3966,laura veirs,warp and weft,7322502
3967,r. stevie moore,personal appeal,101018
3968,still life still,mourning trance,120360
3969,ty segall,sleeper,792406
3970,destruction unit,deep trip,654228
3971,the world is a beautiful place & i am no longer afraid to die,"whenever, if ever",10192231
3972,white hills,so you are... so you'll be,160270
3973,roach gigz,roachy balboa round 3,1851883
3974,no age,an object,1059958
3975,illangelo,history of man,96016
3976,chastity belt,no regerts,16836205
3978,watain,the wild hunt,4997381
3979,earl sweatshirt,doris,255952848
3980,porcelain raft,permanent signal,1151808
3981,diarrhea planet,i'm rich beyond your wildest dreams,4410898
3982,ildjarn,strength and anger,18419
3983,danny paul grody,between two worlds,44828
3984,julia holter,loud city song,5865832
3985,braids,flourish//perish,3005111
3986,bitchin bajas,bitchitronics,22326
3987,slow walkers,slow walkers,78423
3988,the delta mirror,better unsung,59987
3991,gogol bordello,pura vida conspiracy,8233391
3992,surf city,we knew it was not going to be like this,189578
3994,superchunk,i hate music,1582592
3996,billy woods,dour candy,806133
3997,pure bathing culture,moon tides,2284404
3998,various artists,mutazione: italian electronic & new wave underground 1980 - 1988,161797
3999,"mark kozelek, desertshore",mark kozelek and desertshore,2393853
4000,medicine,to the happy few,200454
4001,lustmord,the word as power,1263943
4002,bare mutants,the affliction,64801
4003,the horse's ha,waterdrawn,6318
4004,washed out,paracosm,55016418
4006,rudimental,home,389581822
4008,ras g,back on the planet,160445
4009,raspberry bulbs,deformed worship,171173
4011,edward sharpe & the magnetic zeros,edward sharpe & the magnetic zeros,509872443
4012,the belle game,ritual tradition habit,5193358
4013,missing monuments,missing monuments,20786
4014,bloc party,the nextwave sessions,13418542
4015,the clean,vehicle,1181915
4017,homeboy sandman,all that i hold dear,420209
4022,pond,hobo rocket,6861973
4023,pop. 1280,imps of perversion,80404
4025,eric copeland,joke in the hole,118521
4026,dawn of midi,dysnomia,3362576
4027,honey ltd.,the complete lhi recordings,220796
4028,ken camden,space mirror,38598
4030,annie,the a&r ep,932877
4031,minks,tides end,3024253
4033,lycus,tempest,25975
4034,loftus,loftus,123378
4036,soft metals,lenses,549933
4037,lesbian,forestelevision,1390
4038,wrekmeister harmonies,you've always meant so much to me,82433
4039,moderat,ii,70369596
4041,mouth of the architect,dawning,265858
4042,morne,shadows,41333
4043,raffertie,sleep of reason,1834794
4044,ka,the night's gambit,979765
4045,crash of rhinos,knots,443088
4046,the cairo gang,tiny rebels,380727
4047,partynextdoor,partynextdoor,299380337
4048,true widow,circumambulation,4588276
4049,baroness,live at maida vale,361944
4050,grant hart,the argument,488793
4051,the love language,ruby red,730426
4052,mammoth grinder,underworlds,779966
4053,whirr,around,512071
4054,alunageorge,body music,38270183
4056,ikonika,aerotropolis,481172
4057,nylo,indigo summer,503818
4058,chance,in search,29246
4059,kevin gates,stranger than fiction,133889693
4060,future bible heroes,partygoing,866486
4061,twin peaks,sunken,5752001
4062,taragana pyjarama,nothing hype,169860
4064,weekend,jinx,799272
4065,lightning dust,fantasy,1274327
4066,nadine shah,love your dum and mad,1298099
4067,nobody,vivid green,261568
4068,valient thorr,our own masters,403205
4069,jackson scott,melbourne,964858
4072,locrian,return to annihilation,530111
4073,salvia plath,the bardo story,1643570
4074,the mountain goats,all hail west texas,14988185
4075,pet shop boys,electric,14058360
4076,the memories,love is the law,3375691
4077,hospital ships,destruction in yr soul,126682
4079,fuck buttons,slow focus,3786232
4082,man's gin,rebellion hymns,44389
4083,okkyung lee,ghil,60481
4084,the smashing pumpkins,the aeroplane flies high,440608844
4085,mark mulcahy,dear mark j mulcahy i love you,426238
4086,david yow,tonight you look like a spider,27028
4087,iasos,celestial soul portrait,1058024
4088,amon amarth,deceiver of the gods,42430262
4089,william basinski,nocturnes,37325
4090,mayer hawthorne,where does this door go,29757877
4092,alela diane,about farewell,5134130
4093,hatred surge,human overdose,328772
4095,slum village,evolution,1451428
4096,gauntlet hair,stills,814274
4097,hebronix,unreal,201176
4099,big star,nothing can hurt me,2124275
4100,andrew cedermark,home life,107663
4101,natasha kmeto,crisis,430411
4104,david lynch,the big dream,10591050
4105,devo,hardcore volume 1,2360479
4108,alex burkat,tarot,5098
4109,speedy ortiz,major arcana,11116356
4110,joey bada$$,summer knights,43572998
4111,bass drum of death,bass drum of death,14517639
4112,steve gunn,time off,1926065
4113,summoning,old mornings dawn,3770261
4114,ciara,ciara,318231307
4116,kirin j callinan,embracism,695045
4117,jason isbell,southeastern,79282615
4118,calexico,spiritoso,3437583
4119,daughn gibson,me moan,1027005
4120,freddie gibbs,esgn,10289295
4121,blondes,swisher,92521
4123,melt yourself down,melt yourself down,2040025
4124,araabmuzik,"the remixes, vol. 1",4024453
4125,robert pollard,honey locust honky tonk,135987
4126,ooooo,without your love,3697601
4127,people of the north,sub contra,8717
4130,new order,live at bestival 2012,5521721
4132,jan st. werner,blaze colour burn,10479
4133,daniel wohl,corps exquis,154180
4134,james holden,the inheritors,2864511
4135,townes van zandt,"high, low and in between",5628449
4137,the-drum,contact,134158
4138,katie got bandz,drillary clinton,397919
4139,run the jewels,run the jewels,192181695
4140,airhead,for years,1563876
4141,css,planta,3943943
4143,tnt subhead,ecstasy & release,17182
4145,beady eye,be,17721562
4147,power trip,manifest decimation,3653076
4148,hailu mergia,hailu mergia and his classical instrument,1871063
4149,wale,the gifted,162581915
4151,matias aguayo,the visitor,1069286
4152,spectrals,sob story,204207
4153,noisem,agony defined,175952
4154,austra,olympia,14856577
4155,mavis staples,one true vine,3419443
4157,noah and the whale,heart of nowhere,22169482
4158,integrity,suicide black snake,241202
4159,digable planets,blowout comb,16916382
4161,mick harvey,four (acts of love),237380
4162,serengeti,kenny dennis lp,514435
4163,roomrunner,ideal cities,149644
4164,mac miller,watching movies with the sound off,229992632
4167,stellar om source,joy one mile,21154
4168,gunplay,acquitted,1234723
4169,j. cole,born sinner,1036959738
4170,empire of the sun,ice on the dune,161320059
4171,jagwar ma,howlin',26205526
4172,the baptist generals,jackleg devotional to the heart,562093
4174,action bronson,saaab stories,32153218
4175,scott walker,scott: the collection 1967-1970,26185808
4176,bad rabbits,american love,4739042
4177,the mantles,long enough to leave,280190
4178,date palms,the dusted sessions,345220
4179,zomby,with love,3566683
4180,john vanderslice,dagger beach,638961
4182,sfv acid,the dwell,104838
4183,alexander spit,mansions 2,150893
4184,kanye west,yeezus,818842572
4187,"takako minekawa, dustin wong",toropical circle,9327
4190,royal trux,3-song ep,3369
4191,protomartyr,no passion all technique,653065
4193,emika,dva,7144130
4194,these new puritans,field of reeds,3574676
4195,gold panda,half of where you live,6022296
4196,rodan,fifteen quiet years,89915
4197,wampire,curiosity,2951362
4198,coma cinema,posthumous release,2237009
4199,the lonely island,the wack album,90296074
4200,surfer blood,pythons,12057579
4201,lansing-dreiden,the incomplete triangle,118980
4202,lust for youth,perfect view,391969
4203,oblivians,desperation,1529482
4204,smith westerns,soft will,7679134
4205,quadron,avalanche,37920930
4207,blood ceremony,the eldritch dark,1877449
4209,deafheaven,sunbather,12720226
4210,portugal. the man,evil friends,186500605
4212,peals,walking field,2526751
4213,case studies,this is another life,148479
