reviewid,artist,url,p_score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year,genre,album,year,m_critic_score,m_user_score,comment
2573,dungen,http://pitchfork.com/reviews/albums/2573-ta-det-lugnt/,9.3,1,brandon stosuy,contributor,2004-09-16,3,16,9,2004,rock,ta det lugnt,"Jun 21, 2004",88.0,8.6,
8633,paul westerberg,http://pitchfork.com/reviews/albums/8633-folker/,7.2,0,matthew murphy,contributor,2004-09-13,0,13,9,2004,rock,folker,"Sep 7, 2004",60.0,8.1,
452,arcade fire,http://pitchfork.com/reviews/albums/452-funeral/,9.7,1,david moore,contributor,2004-09-12,6,12,9,2004,rock,funeral,"Sep 14, 2004",90.0,9.0,
1779,the citizens,http://pitchfork.com/reviews/albums/1779-are-we-there-yet/,7.9,0,joe tangari,contributor,2004-09-12,6,12,9,2004,rock,are we there yet?,"Sep 1, 2004",73.0,8.9,
767,the black keys,http://pitchfork.com/reviews/albums/767-rubber-factory/,8.3,0,jonathan zwickel,contributor,2004-09-09,3,9,9,2004,rock,rubber factory,"Sep 7, 2004",81.0,8.8,
3650,rachel goswell,http://pitchfork.com/reviews/albums/3650-waves-are-universal/,6.8,0,stephen m. deusner,contributor,2004-09-08,2,8,9,2004,rock,waves are universal,"Jun 22, 2004",66.0,8.4,
2346,dizzee rascal,http://pitchfork.com/reviews/albums/2346-showtime/,8.6,0,scott plagenhoef,contributor,2004-09-07,1,7,9,2004,rap,showtime,"Sep 14, 2004",87.0,8.2,
3646,the good life,http://pitchfork.com/reviews/albums/3646-album-of-the-year/,8.0,0,derek miller,,2004-09-02,3,2,9,2004,rock,album of the year,"Aug 10, 2004",82.0,8.8,
4771,the libertines,http://pitchfork.com/reviews/albums/4771-the-libertines/,7.1,0,eric carr,contributor,2004-08-30,0,30,8,2004,rock,the libertines,"Aug 31, 2004",80.0,8.8,
4112,the (international) noise conspiracy,http://pitchfork.com/reviews/albums/4112-armed-love/,7.0,0,johnny loftus,,2004-08-26,3,26,8,2004,rock,armed love,"Jul 26, 2004",62.0,8.3,
6486,the prodigy,http://pitchfork.com/reviews/albums/6486-always-outnumbered-never-outgunned/,3.9,0,scott plagenhoef,contributor,2004-08-25,2,25,8,2004,electronic,"always outnumbered, never outgunned","Sep 14, 2004",53.0,7.1,
7536,ken stringfellow,http://pitchfork.com/reviews/albums/7536-soft-commands/,7.7,0,joe tangari,contributor,2004-08-25,2,25,8,2004,pop/r&b,soft commands,"Jul 13, 2004",75.0,8.2,
3599,guided by voices,http://pitchfork.com/reviews/albums/3599-half-smiles-of-the-decomposed/,7.0,0,rob mitchum,contributor,2004-08-23,0,23,8,2004,rock,half smiles of the decomposed,"Aug 24, 2004",73.0,7.6,
3854,the hidden cameras,http://pitchfork.com/reviews/albums/3854-mississauga-goddam/,5.8,0,marc hogan,senior staff writer,2004-08-18,2,18,8,2004,rock,mississauga goddam,"Oct 12, 2004",71.0,7.6,
5605,masta killa,http://pitchfork.com/reviews/albums/5605-no-said-date/,8.3,0,sam ubl,,2004-08-18,2,18,8,2004,rap,no said date,"Jun 1, 2004",86.0,8.3,
6789,rilo kiley,http://pitchfork.com/reviews/albums/6789-more-adventurous/,6.7,0,chris dahlen,,2004-08-15,6,15,8,2004,rock,more adventurous,"Aug 17, 2004",75.0,8.7,
2907,the earlies,http://pitchfork.com/reviews/albums/2907-these-were-the-earlies/,7.9,0,marc hogan,senior staff writer,2004-08-15,6,15,8,2004,rock,these were the earlies,"Oct 25, 2005",84.0,8.5,
5604,masta ace,http://pitchfork.com/reviews/albums/5604-a-long-hot-summer/,7.1,0,jamin warren,,2004-08-09,0,9,8,2004,rap,a long hot summer,"Aug 3, 2004",78.0,8.5,
4581,keane,http://pitchfork.com/reviews/albums/4581-hopes-and-fears/,2.8,0,stephen m. deusner,contributor,2004-08-08,6,8,8,2004,rock,hopes and fears,"May 25, 2004",61.0,8.5,
8657,jim white,http://pitchfork.com/reviews/albums/8657-drill-a-hole-in-that-substrate-and-tell-me-what-you-see/,8.1,0,joe tangari,contributor,2004-08-08,6,8,8,2004,rock,drill a hole in that substrate and tell me what you see,"Jun 8, 2004",78.0,8.4,
4450,kings of convenience,http://pitchfork.com/reviews/albums/4450-riot-on-an-empty-street/,7.3,0,rob mitchum,contributor,2004-07-27,1,27,7,2004,rock,riot on an empty street,"Jul 27, 2004",71.0,8.8,
5593,juana molina,http://pitchfork.com/reviews/albums/5593-tres-cosas/,7.2,0,mark pytlik,contributor,2004-07-22,3,22,7,2004,folk/country,tres cosas,"May 4, 2004",76.0,8.0,
529,badly drawn boy,http://pitchfork.com/reviews/albums/529-one-plus-one-is-one/,3.0,0,sam ubl,,2004-07-21,2,21,7,2004,rock,one plus one is one,"Jul 27, 2004",60.0,6.9,
1571,the concretes,http://pitchfork.com/reviews/albums/1571-the-concretes/,8.1,0,joe tangari,contributor,2004-07-18,6,18,7,2004,rock,the concretes,"Jun 29, 2004",75.0,8.5,
8000,they might be giants,http://pitchfork.com/reviews/albums/8000-the-spine/,5.3,0,liam singer,,2004-07-18,6,18,7,2004,rock,the spine,"Jul 13, 2004",59.0,7.9,
2418,tanya donelly,http://pitchfork.com/reviews/albums/2418-whiskey-tango-ghosts/,6.3,0,chris dahlen,,2004-07-15,3,15,7,2004,rock,whiskey tango ghosts,"Jul 27, 2004",72.0,8.5,
6834,the roots,http://pitchfork.com/reviews/albums/6834-the-tipping-point/,5.4,0,nick sylvester,contributor,2004-07-14,2,14,7,2004,rap,the tipping point,"Jul 13, 2004",72.0,7.9,
6738,lou reed,http://pitchfork.com/reviews/albums/6738-animal-serenade/,6.5,0,stephen may,,2004-07-14,2,14,7,2004,rock,animal serenade,"Mar 23, 2004",71.0,8.6,
3272,the fiery furnaces,http://pitchfork.com/reviews/albums/3272-blueberry-boat/,9.6,1,chris dahlen,,2004-07-13,1,13,7,2004,rock,blueberry boat,"Jul 13, 2004",70.0,8.3,
6395,the polyphonic spree,http://pitchfork.com/reviews/albums/6395-together-were-heavy/,7.6,0,rob mitchum,contributor,2004-07-11,6,11,7,2004,rock,together we're heavy,"Jul 13, 2004",70.0,7.8,
2342,the divine comedy,http://pitchfork.com/reviews/albums/2342-absent-friends/,7.8,0,joe tangari,contributor,2004-07-11,6,11,7,2004,pop/r&b,absent friends,"May 4, 2004",78.0,8.9,
4579,the killers,http://pitchfork.com/reviews/albums/4579-hot-fuss/,5.2,0,johnny loftus,,2004-07-05,0,5,7,2004,rock,hot fuss,"Jun 15, 2004",66.0,8.5,
7764,ron sexsmith,http://pitchfork.com/reviews/albums/7764-retriever/,7.3,0,stephen m. deusner,contributor,2004-07-01,3,1,7,2004,rock,retriever,"Apr 6, 2004",79.0,8.4,
3805,the helio sequence,http://pitchfork.com/reviews/albums/3805-love-and-distance/,5.0,0,brian howe,contributor,2004-07-01,3,1,7,2004,rock,love and distance,"Jun 8, 2004",70.0,7.8,
8680,wilco,http://pitchfork.com/reviews/albums/8680-a-ghost-is-born/,6.6,0,rob mitchum,contributor,2004-06-21,0,21,6,2004,rock,a ghost is born,"Jun 22, 2004",81.0,8.8,
1305,the cardigans,http://pitchfork.com/reviews/albums/1305-long-gone-before-daylight/,6.5,0,dan lett,,2004-06-15,1,15,6,2004,rock,long gone before daylight,"May 25, 2004",65.0,8.6,
3776,hayden,http://pitchfork.com/reviews/albums/3776-elk-lake-serenade/,6.8,0,sam ubl,,2004-06-14,0,14,6,2004,rock,elk-lake serenade,"May 18, 2004",79.0,8.1,
446,automato,http://pitchfork.com/reviews/albums/446-automato/,3.5,0,rob mitchum,contributor,2004-06-14,0,14,6,2004,rap,automato,"Apr 20, 2004",74.0,8.0,
444,athlete,http://pitchfork.com/reviews/albums/444-vehicles-animals/,6.4,0,johnny loftus,,2004-06-10,3,10,6,2004,rock,vehicles & animals,"May 18, 2004",63.0,7.4,
8227,two lone swordsmen,http://pitchfork.com/reviews/albums/8227-from-the-double-gone-chapel/,7.9,0,dan lett,,2004-06-10,3,10,6,2004,electronic,from the double gone chapel,"Jun 1, 2004",69.0,8.4,
5898,a.c. newman,http://pitchfork.com/reviews/albums/5898-the-slow-wonder/,8.8,1,brandon stosuy,contributor,2004-06-09,2,9,6,2004,rock,the slow wonder,"Jun 8, 2004",80.0,8.6,
3512,gomez,http://pitchfork.com/reviews/albums/3512-split-the-difference/,5.7,0,rob mitchum,contributor,2004-06-08,1,8,6,2004,rock,split the difference,"May 18, 2004",71.0,8.7,
8496,voodoo child,http://pitchfork.com/reviews/albums/8496-baby-monkey/,4.2,0,jonathan zwickel,contributor,2004-06-07,0,7,6,2004,electronic,baby monkey,"Jan 27, 2004",58.0,8.0,
7348,sonic youth,http://pitchfork.com/reviews/albums/7348-sonic-nurse/,8.5,1,sam ubl,,2004-06-06,6,6,6,2004,rock,sonic nurse,"Jun 8, 2004",77.0,8.9,
2557,delays,http://pitchfork.com/reviews/albums/2557-faded-seaside-glamour/,6.0,0,stephen m. deusner,contributor,2004-06-06,6,6,6,2004,rock,faded seaside glamour,"May 18, 2004",70.0,8.7,
7276,patti smith,http://pitchfork.com/reviews/albums/7276-trampin/,7.1,0,stephen m. deusner,contributor,2004-06-02,2,2,6,2004,rock,trampin',"Apr 27, 2004",74.0,8.3,
3759,pj harvey,http://pitchfork.com/reviews/albums/3759-uh-huh-her/,7.6,0,chris dahlen,,2004-05-31,0,31,5,2004,rock,uh huh her,"Jun 8, 2004",79.0,7.4,
5590,maritime,http://pitchfork.com/reviews/albums/5590-glass-floor/,3.2,0,sam ubl,,2004-05-31,0,31,5,2004,rock,glass floor,"Jun 1, 2004",60.0,7.8,
6216,pedro the lion,http://pitchfork.com/reviews/albums/6216-achilles-heel/,4.7,0,rob mitchum,contributor,2004-05-23,6,23,5,2004,rock,achilles heel,"May 25, 2004",71.0,8.1,
5437,morrissey,http://pitchfork.com/reviews/albums/5437-you-are-the-quarry/,8.9,1,brent dicrescenzo,contributor,2004-05-19,2,19,5,2004,rock,you are the quarry,"May 18, 2004",72.0,8.7,
6273,phoenix,http://pitchfork.com/reviews/albums/6273-alphabetical/,6.7,0,dominique leone,contributor,2004-05-17,0,17,5,2004,rock,alphabetical,"Jul 27, 2004",74.0,7.8,
7533,the streets,http://pitchfork.com/reviews/albums/7533-a-grand-dont-come-for-free/,9.1,1,scott plagenhoef,contributor,2004-05-17,0,17,5,2004,rap,a grand don't come for free,"May 18, 2004",91.0,7.9,
6798,rjd2,http://pitchfork.com/reviews/albums/6798-since-we-last-spoke/,7.0,0,rollie pemberton,,2004-05-16,6,16,5,2004,electronic,since we last spoke,"May 18, 2004",80.0,8.8,
5332,mirah,http://pitchfork.com/reviews/albums/5332-cmon-miracle/,8.5,1,michael idov,,2004-05-12,2,12,5,2004,rock,c'mon miracle,"May 4, 2004",77.0,8.6,
3981,jolie holland,http://pitchfork.com/reviews/albums/3981-escondida/,7.0,0,amanda petrusich,contributor,2004-05-03,0,3,5,2004,rock,escondida,"Apr 27, 2004",83.0,8.4,
4961,loretta lynn,http://pitchfork.com/reviews/albums/4961-van-lear-rose/,9.3,1,stephen deusner,,2004-04-29,3,29,4,2004,folk/country,van lear rose,"Apr 27, 2004",97.0,8.5,
6913,ratatat,http://pitchfork.com/reviews/albums/6913-ratatat/,8.4,0,loren ludwig & jascha hoffman,,2004-04-27,1,27,4,2004,electronic,ratatat,"Apr 20, 2004",72.0,8.3,
2903,eagles of death metal,http://pitchfork.com/reviews/albums/2903-peace-love-death-metal/,7.2,0,stephen m. deusner,contributor,2004-04-25,6,25,4,2004,rock,peace love death metal,"Mar 23, 2004",73.0,8.1,
4752,les savy fav,http://pitchfork.com/reviews/albums/4752-inches/,9.1,1,matt lemay,contributor,2004-04-22,3,22,4,2004,rock,inches,"Apr 20, 2004",84.0,8.9,
6095,onelinedrawing,http://pitchfork.com/reviews/albums/6095-the-volunteers/,7.1,0,joe tangari,contributor,2004-04-21,2,21,4,2004,rock,the volunteers,"Mar 23, 2004",77.0,8.2,
4171,adem,http://pitchfork.com/reviews/albums/4171-homesongs/,8.3,0,neil robertson,,2004-04-13,1,13,4,2004,rock,homesongs,"Jul 27, 2004",83.0,8.6,
807,blonde redhead,http://pitchfork.com/reviews/albums/807-misery-is-a-butterfly/,7.9,0,eric carr,contributor,2004-04-12,0,12,4,2004,rock,misery is a butterfly,"Mar 23, 2004",78.0,8.7,
5954,of montreal,http://pitchfork.com/reviews/albums/5954-satanic-panic-in-the-attic/,8.3,0,sam ubl,,2004-04-08,3,8,4,2004,rock,satanic panic in the attic,"Apr 6, 2004",78.0,8.8,
4553,ben kweller,http://pitchfork.com/reviews/albums/4553-on-my-way/,6.4,0,amanda petrusich,contributor,2004-04-08,3,8,4,2004,rock,on my way,"Apr 6, 2004",74.0,8.5,
1104,blockhead,http://pitchfork.com/reviews/albums/1104-music-by-cavelight/,6.5,0,rollie pemberton,,2004-04-06,1,6,4,2004,rap,music by cavelight,"Mar 23, 2004",72.0,8.3,
5363,modest mouse,http://pitchfork.com/reviews/albums/5363-good-news-for-people-who-love-bad-news/,7.9,0,matt lemay,contributor,2004-04-05,0,5,4,2004,rock,good news for people who love bad news,"Apr 6, 2004",83.0,8.8,
5582,nellie mckay,http://pitchfork.com/reviews/albums/5582-get-away-from-me/,6.3,0,chris dahlen,,2004-04-05,0,5,4,2004,rock,get away from me,"Feb 10, 2004",79.0,8.7,
1227,john cale,http://pitchfork.com/reviews/albums/1227-hobosapiens/,6.5,0,philip shelley,,2004-04-04,6,4,4,2004,rock,hobosapiens,"Sep 7, 2004",89.0,8.2,
1063,david byrne,http://pitchfork.com/reviews/albums/1063-grown-backwards/,7.6,0,brent dicrescenzo,contributor,2004-04-01,3,1,4,2004,rock,grown backwards,"Mar 16, 2004",78.0,8.6,
7304,snow patrol,http://pitchfork.com/reviews/albums/7304-final-straw/,6.7,0,stephen m. deusner,contributor,2004-04-01,3,1,4,2004,rock,final straw,"Mar 30, 2004",73.0,8.6,
3036,fennesz,http://pitchfork.com/reviews/albums/3036-venice/,8.6,0,mark richardson,executive editor,2004-03-31,2,31,3,2004,experimental,venice,"Mar 22, 2004",82.0,8.0,
5579,madvillain,http://pitchfork.com/reviews/albums/5579-madvillainy/,9.4,1,rollie pemberton & nick sylvester,,2004-03-25,3,25,3,2004,rap,madvillainy,"Mar 23, 2004",93.0,8.9,
3976,the hold steady,http://pitchfork.com/reviews/albums/3976-almost-killed-me/,8.0,0,amanda petrusich,contributor,2004-03-24,2,24,3,2004,rock,almost killed me,"Apr 20, 2004",78.0,8.2,
7512,sufjan stevens,http://pitchfork.com/reviews/albums/7512-seven-swans/,8.1,1,nick sylvester,contributor,2004-03-16,1,16,3,2004,folk/country,seven swans,"Mar 16, 2004",87.0,8.8,
548,devendra banhart,http://pitchfork.com/reviews/albums/548-rejoicing-in-the-hands/,8.4,1,dominique leone,contributor,2004-03-16,1,16,3,2004,folk/country,rejoicing in the hands,"May 4, 2004",88.0,8.4,
2293,destroyer,http://pitchfork.com/reviews/albums/2293-your-blues/,8.6,0,matt lemay,contributor,2004-03-14,6,14,3,2004,rock,your blues,"Mar 9, 2004",79.0,8.6,
7741,candi staton,http://pitchfork.com/reviews/albums/7741-candi-staton/,7.9,0,andy beta,contributor,2004-03-10,2,10,3,2004,rock,candi staton,"Feb 24, 2004",90.0,8.5,
7739,regina spektor,http://pitchfork.com/reviews/albums/7739-soviet-kitsch/,6.8,0,michael idov,,2004-03-09,1,9,3,2004,rock,soviet kitsch,"Mar 1, 2005",72.0,8.6,
8197,tv on the radio,http://pitchfork.com/reviews/albums/8197-desperate-youth-blood-thirsty-babes/,7.8,0,chris dahlen,,2004-03-07,6,7,3,2004,rock,"desperate youth, blood thirsty babes","Mar 9, 2004",79.0,8.3,
99,damon albarn,http://pitchfork.com/reviews/albums/99-democrazy/,3.2,0,jedediah gilchrist,,2004-03-02,1,2,3,2004,pop/r&b,democrazy,"Dec 8, 2003",45.0,7.8,
7450,squarepusher,http://pitchfork.com/reviews/albums/7450-ultravisitor/,7.9,0,dominique leone,contributor,2004-02-29,6,29,2,2004,electronic,ultravisitor,"Mar 9, 2004",74.0,8.9,
4744,sondre lerche,http://pitchfork.com/reviews/albums/4744-two-way-monologue/,7.8,0,nick sylvester,contributor,2004-02-26,3,26,2,2004,rock,two way monologue,"Mar 9, 2004",78.0,8.7,
2540,danger mouse,http://pitchfork.com/reviews/albums/2540-the-grey-album/,7.7,0,rollie pemberton,,2004-02-16,0,16,2,2004,rap,the grey album,"Feb 3, 2004",79.0,8.1,
2901,the elected,http://pitchfork.com/reviews/albums/2901-me-first/,8.0,0,hartley goldstein,,2004-02-16,0,16,2,2004,rock,me first,"Feb 3, 2004",80.0,8.6,
1518,clouddead,http://pitchfork.com/reviews/albums/1518-ten/,7.8,0,chris dahlen,,2004-02-12,3,12,2,2004,rap,ten,"Mar 16, 2004",74.0,8.6,
424,all night radio,http://pitchfork.com/reviews/albums/424-spirit-stereo-frequency/,7.8,0,amanda petrusich,contributor,2004-02-08,6,8,2,2004,rock,spirit stereo frequency,"Feb 17, 2004",76.0,8.3,
11864,paul westerberg,http://pitchfork.com/reviews/albums/11864-come-feel-me-tremble-dead-man-shake/,6.7,0,amanda petrusich,contributor,2004-02-05,3,5,2,2004,rock,come feel me tremble,"Oct 21, 2003",78.0,7.4,
5455,the mountain goats,http://pitchfork.com/reviews/albums/5455-we-shall-all-be-healed/,6.9,0,william bowers,contributor,2004-02-02,0,2,2,2004,rock,we shall all be healed,"Feb 3, 2004",77.0,8.6,
3440,ghost,http://pitchfork.com/reviews/albums/3440-hypnotic-underworld/,8.7,0,brandon stosuy,contributor,2004-01-28,2,28,1,2004,metal,hypnotic underworld,"Feb 3, 2004",78.0,8.3,
81,air,http://pitchfork.com/reviews/albums/81-talkie-walkie/,8.3,1,brent dicrescenzo,contributor,2004-01-25,6,25,1,2004,electronic,talkie walkie,"Jan 27, 2004",75.0,8.5,
7730,statistics,http://pitchfork.com/reviews/albums/7730-leave-your-name/,4.0,0,alan smithee,,2004-01-22,3,22,1,2004,rock,leave your name,"Jan 20, 2004",66.0,8.2,
1748,camera obscura,http://pitchfork.com/reviews/albums/1748-underachievers-please-try-harder/,8.0,0,scott plagenhoef,contributor,2004-01-20,1,20,1,2004,rock,underachievers please try harder,"Jan 20, 2004",74.0,7.2,
8403,john vanderslice,http://pitchfork.com/reviews/albums/8403-cellar-door/,7.9,0,matt lemay,contributor,2004-01-20,1,20,1,2004,rock,cellar door,"Jan 20, 2004",78.0,6.0,
5565,jason molina,http://pitchfork.com/reviews/albums/5565-pyramid-electric-co/,6.9,0,william bowers,contributor,2004-01-19,0,19,1,2004,rock,pyramid electric co.,"Jan 20, 2004",82.0,7.7,
5999,oneida,http://pitchfork.com/reviews/albums/5999-secret-wars/,7.8,0,eric carr,contributor,2004-01-15,3,15,1,2004,rock,secret wars,"Jan 20, 2004",83.0,8.0,
1746,isobel campbell,http://pitchfork.com/reviews/albums/1746-amorino/,5.7,0,william morris,,2004-01-14,2,14,1,2004,pop/r&b,amorino,"Oct 7, 2003",68.0,7.8,
1243,califone,http://pitchfork.com/reviews/albums/1243-heron-king-blues/,8.4,0,amanda petrusich,contributor,2004-01-13,1,13,1,2004,rock,heron king blues,"Jan 20, 2004",74.0,8.8,
2719,elbow,http://pitchfork.com/reviews/albums/2719-cast-of-thousands/,7.8,0,hartley goldstein,,2004-01-11,6,11,1,2004,rock,cast of thousands,"Jan 27, 2004",84.0,8.6,
4566,kelis,http://pitchfork.com/reviews/albums/4566-tasty/,6.5,0,scott plagenhoef,contributor,2004-01-05,0,5,1,2004,rap,tasty,"Dec 9, 2003",80.0,8.8,
2879,explosions in the sky,http://pitchfork.com/reviews/albums/2879-the-earth-is-not-a-cold-dead-place/,7.7,0,hartley goldstein,,2003-11-30,6,30,11,2003,rock,the earth is not a cold dead place,"Nov 4, 2003",86.0,8.9,
8558,rufus wainwright,http://pitchfork.com/reviews/albums/8558-want-one/,6.9,0,william morris,,2003-11-20,3,20,11,2003,rock,want one,"Sep 23, 2003",72.0,8.8,
7480,starsailor,http://pitchfork.com/reviews/albums/7480-silence-is-easy/,4.9,0,john o'connor,,2003-11-19,2,19,11,2003,rock,silence is easy,"Jan 27, 2004",53.0,7.2,
1093,the beatles,http://pitchfork.com/reviews/albums/1093-let-it-be-naked/,7.0,0,dominique leone,contributor,2003-11-19,2,19,11,2003,rock,let it be... naked,"Nov 18, 2003",68.0,8.3,
6337,plaid,http://pitchfork.com/reviews/albums/6337-spokes/,6.2,0,mark richardson,executive editor,2003-11-14,4,14,11,2003,electronic,spokes,"Nov 4, 2003",72.0,6.2,
6698,the raveonettes,http://pitchfork.com/reviews/albums/6698-chain-gang-of-love/,7.1,0,amanda petrusich,contributor,2003-11-13,3,13,11,2003,rock,chain gang of love,"Sep 2, 2003",77.0,8.8,
3729,the handsome family,http://pitchfork.com/reviews/albums/3729-singing-bones/,7.4,0,scott plagenhoef,contributor,2003-11-11,1,11,11,2003,rock,singing bones,"Oct 7, 2003",85.0,8.7,
1623,elvis costello,http://pitchfork.com/reviews/albums/1623-north/,3.9,0,hartley goldstein,,2003-11-10,0,10,11,2003,rock,north,"Sep 23, 2003",68.0,6.9,
6204,peaches,http://pitchfork.com/reviews/albums/6204-fatherfucker/,3.5,0,matt lemay,contributor,2003-10-29,2,29,10,2003,electronic,fatherfucker,"Sep 23, 2003",70.0,7.2,
1090,brand new,http://pitchfork.com/reviews/albums/1090-deja-entendu/,6.9,0,noah sutcliffe,,2003-10-28,1,28,10,2003,rock,deja entendu,"Jun 17, 2003",70.0,8.8,
7538,the strokes,http://pitchfork.com/reviews/albums/7538-room-on-fire/,8.0,0,rob mitchum,contributor,2003-10-26,6,26,10,2003,rock,room on fire,"Oct 28, 2003",77.0,8.6,
342,atmosphere,http://pitchfork.com/reviews/albums/342-sevens-travels/,5.5,0,rollie pemberton,,2003-10-23,3,23,10,2003,rap,seven's travels,"Sep 23, 2003",72.0,8.2,
66,aesop rock,http://pitchfork.com/reviews/albums/66-bazooka-tooth/,8.2,0,rollie pemberton,,2003-10-22,2,22,10,2003,rap,bazooka tooth,"Sep 23, 2003",74.0,6.9,
573,basement jaxx,http://pitchfork.com/reviews/albums/573-kish-kash/,9.1,1,scott plagenhoef,contributor,2003-10-21,1,21,10,2003,electronic,kish kash,"Oct 21, 2003",85.0,8.0,
8146,travis,http://pitchfork.com/reviews/albums/8146-12-memories/,5.1,0,william morris,,2003-10-21,1,21,10,2003,rock,12 memories,"Oct 14, 2003",64.0,7.8,
7114,the shins,http://pitchfork.com/reviews/albums/7114-chutes-too-narrow/,8.9,1,matt lemay,contributor,2003-10-20,0,20,10,2003,rock,chutes too narrow,"Oct 21, 2003",88.0,9.0,
2400,do make say think,http://pitchfork.com/reviews/albums/2400-winter-hymn-country-hymn-secret-hymn/,8.1,0,joe tangari,contributor,2003-10-15,2,15,10,2003,rock,winter hymn country hymn secret hymn,"Oct 7, 2003",84.0,8.5,
5718,the national,http://pitchfork.com/reviews/albums/5718-sad-songs-for-dirty-lovers/,8.4,0,brandon stosuy,contributor,2003-10-14,1,14,10,2003,rock,sad songs for dirty lovers,"Sep 2, 2003",78.0,8.5,
6842,josh rouse,http://pitchfork.com/reviews/albums/6842-1972/,7.0,0,william morris,,2003-10-09,3,9,10,2003,rock,1972,"Aug 26, 2003",81.0,8.7,
8623,gillian welch,http://pitchfork.com/reviews/albums/8623-soul-journey/,7.1,0,william bowers,contributor,2003-10-07,1,7,10,2003,rock,soul journey,"Jun 3, 2003",78.0,8.3,
1083,erykah badu,http://pitchfork.com/reviews/albums/1083-worldwide-underground/,6.7,0,andy beta,contributor,2003-10-06,0,6,10,2003,pop/r&b,worldwide underground,"Sep 16, 2003",71.0,8.5,
2340,the dismemberment plan,http://pitchfork.com/reviews/albums/2340-a-peoples-history-of-the-dismemberment-plan/,6.0,0,joe tangari,contributor,2003-10-06,0,6,10,2003,rock,a people's history of the dismemberment plan,"Oct 7, 2003",67.0,7.5,
633,belle and sebastian,http://pitchfork.com/reviews/albums/633-dear-catastrophe-waitress/,7.5,0,scott plagenhoef,contributor,2003-10-05,6,5,10,2003,rock,dear catastrophe waitress,"Oct 7, 2003",79.0,8.7,
3271,the fiery furnaces,http://pitchfork.com/reviews/albums/3271-gallowsbirds-bark/,8.4,0,amanda petrusich,contributor,2003-10-02,3,2,10,2003,rock,gallowsbird's bark,"Sep 23, 2003",77.0,8.0,
677,beulah,http://pitchfork.com/reviews/albums/677-yoko/,6.8,0,william morris,,2003-09-21,6,21,9,2003,rock,yoko,"Sep 9, 2003",84.0,8.8,
7380,south,http://pitchfork.com/reviews/albums/7380-with-the-tides/,7.3,0,joe tangari,contributor,2003-09-21,6,21,9,2003,rock,with the tides,"Sep 23, 2003",77.0,8.4,
5145,mates of state,http://pitchfork.com/reviews/albums/5145-team-boo/,7.3,0,rob mitchum,contributor,2003-09-18,3,18,9,2003,rock,team boo,"Sep 16, 2003",70.0,8.8,
5531,my morning jacket,http://pitchfork.com/reviews/albums/5531-it-still-moves/,8.3,1,joe tangari,contributor,2003-09-17,2,17,9,2003,rock,it still moves,"Sep 9, 2003",83.0,8.8,
2235,death in vegas,http://pitchfork.com/reviews/albums/2235-scorpio-rising/,6.4,0,rob mitchum,contributor,2003-09-14,6,14,9,2003,electronic,scorpio rising,"Jun 17, 2003",68.0,7.9,
2814,enon,http://pitchfork.com/reviews/albums/2814-hocus-pocus/,7.0,0,brad hurst,,2003-09-08,0,8,9,2003,rock,hocus pocus,"Sep 9, 2003",71.0,4.8,
2239,the decemberists,http://pitchfork.com/reviews/albums/2239-her-majesty-the-decemberists/,8.2,1,chris dahlen,,2003-09-07,6,7,9,2003,rock,her majesty the decemberists,"Sep 9, 2003",83.0,7.9,
2753,elliott,http://pitchfork.com/reviews/albums/2753-song-in-the-air/,6.9,0,amanda petrusich,contributor,2003-09-01,0,1,9,2003,rock,song in the air,"Apr 29, 2003",75.0,8.6,
947,broadcast,http://pitchfork.com/reviews/albums/947-haha-sound/,8.2,0,scott plagenhoef,contributor,2003-08-26,1,26,8,2003,electronic,haha sound,"Aug 12, 2003",82.0,8.7,
3609,guster,http://pitchfork.com/reviews/albums/3609-keep-it-together/,7.0,0,joe tangari,contributor,2003-08-25,0,25,8,2003,rock,keep it together,"Jun 24, 2003",74.0,8.9,
3595,guided by voices,http://pitchfork.com/reviews/albums/3595-earthquake-glue/,8.5,0,eric carr,contributor,2003-08-24,6,24,8,2003,rock,earthquake glue,"Aug 19, 2003",78.0,8.6,
6898,damien rice,http://pitchfork.com/reviews/albums/6898-o/,5.4,0,amanda petrusich,contributor,2003-08-18,0,18,8,2003,rock,o,"Jun 10, 2003",80.0,8.9,
8152,tricky,http://pitchfork.com/reviews/albums/8152-vulnerable/,4.9,0,scott plagenhoef,contributor,2003-08-13,2,13,8,2003,electronic,vulnerable,"Jun 17, 2003",60.0,6.8,
8593,the weakerthans,http://pitchfork.com/reviews/albums/8593-reconstruction-site/,5.6,0,brandon stosuy,contributor,2003-08-07,3,7,8,2003,rock,reconstruction site,"Aug 26, 2003",79.0,8.7,
7698,the sleepy jackson,http://pitchfork.com/reviews/albums/7698-lovers/,6.0,0,scott plagenhoef,contributor,2003-08-07,3,7,8,2003,rock,lovers,"Jul 29, 2003",79.0,8.2,
3259,fannypack,http://pitchfork.com/reviews/albums/3259-so-stylistic/,7.7,0,nitsuh abebe,contributor,2003-08-06,2,6,8,2003,electronic,so stylistic,"Jul 8, 2003",78.0,7.3,
7467,starlight mints,http://pitchfork.com/reviews/albums/7467-built-on-squares/,7.7,0,nicholas b. sylvester,,2003-08-04,0,4,8,2003,rock,built on squares,"May 20, 2003",79.0,7.5,
